GeneID	EACO	Pathway
LOCMI15896	Ea	Tryptophan metabolism:map00380
LOCMI15907	Ea	Tryptophan metabolism:map00380
LOCMI15912	Ea	Tryptophan metabolism:map00380
LOCMI15935	Ea	Tryptophan metabolism:map00380
LOCMI15940	Ea	Tryptophan metabolism:map00380
LOCMI15944	Ea	Tryptophan metabolism:map00380
LOCMI15985	Ea	Tryptophan metabolism:map00380
LOCMI16077	Ea	Tryptophan metabolism:map00380
LOCMI16298	Ea	Tryptophan metabolism:map00380
LOCMI16335	Ea	Tryptophan metabolism:map00380
LOCMI16343	Ea	Tryptophan metabolism:map00380
LOCMI16359	Ea	Tryptophan metabolism:map00380
LOCMI16371	Ea	Tryptophan metabolism:map00380
LOCMI16955	Ea	Tryptophan metabolism:map00380
LOCMI17064	Ea	Tryptophan metabolism:map00380
LOCMI17073	Ea	Tryptophan metabolism:map00380
LOCMI17123	Ea	Tryptophan metabolism:map00380
LOCMI17284	Ea	Tryptophan metabolism:map00380
LOCMI17355	Ea	Tryptophan metabolism:map00380
LOCMI02211	Ea	Phenylalanine, tyrosine and tryptophan biosynthesis:map00400
LOCMI05806	Ea	Phenylalanine, tyrosine and tryptophan biosynthesis:map00400
LOCMI12565	Ea	Phenylalanine, tyrosine and tryptophan biosynthesis:map00400
LOCMI14899	Ea	Phenylalanine, tyrosine and tryptophan biosynthesis:map00400
LOCMI16397	Ea	Phenylalanine, tyrosine and tryptophan biosynthesis:map00400
LOCMI03647	Ea	beta-Alanine metabolism:map00410
LOCMI04940	Ea	beta-Alanine metabolism:map00410
LOCMI05456	Ea	beta-Alanine metabolism:map00410
LOCMI07391	Ea	beta-Alanine metabolism:map00410
LOCMI09166	Ea	beta-Alanine metabolism:map00410
LOCMI09621	Ea	beta-Alanine metabolism:map00410
LOCMI11659	Ea	beta-Alanine metabolism:map00410
LOCMI12689	Ea	beta-Alanine metabolism:map00410
LOCMI15048	Ea	beta-Alanine metabolism:map00410
LOCMI15049	Ea	beta-Alanine metabolism:map00410
LOCMI15409	Ea	beta-Alanine metabolism:map00410
LOCMI15806	Ea	beta-Alanine metabolism:map00410
LOCMI15839	Ea	beta-Alanine metabolism:map00410
LOCMI15851	Ea	beta-Alanine metabolism:map00410
LOCMI15874	Ea	beta-Alanine metabolism:map00410
LOCMI15891	Ea	beta-Alanine metabolism:map00410
LOCMI15896	Ea	beta-Alanine metabolism:map00410
LOCMI15899	Ea	beta-Alanine metabolism:map00410
LOCMI15907	Ea	beta-Alanine metabolism:map00410
LOCMI15912	Ea	beta-Alanine metabolism:map00410
LOCMI15940	Ea	beta-Alanine metabolism:map00410
LOCMI15985	Ea	beta-Alanine metabolism:map00410
LOCMI16443	Ea	beta-Alanine metabolism:map00410
LOCMI16955	Ea	beta-Alanine metabolism:map00410
LOCMI06060	Ea	Taurine and hypotaurine metabolism:map00430
LOCMI06647	Ea	Taurine and hypotaurine metabolism:map00430
LOCMI08394	Ea	Taurine and hypotaurine metabolism:map00430
LOCMI10926	Ea	Taurine and hypotaurine metabolism:map00430
LOCMI12689	Ea	Taurine and hypotaurine metabolism:map00430
LOCMI15774	Ea	Taurine and hypotaurine metabolism:map00430
LOCMI16080	Ea	Taurine and hypotaurine metabolism:map00430
LOCMI16443	Ea	Taurine and hypotaurine metabolism:map00430
LOCMI04776	Ea	Selenocompound metabolism:map00450
LOCMI06919	Ea	Selenocompound metabolism:map00450
LOCMI06923	Ea	Selenocompound metabolism:map00450
LOCMI09956	Ea	Selenocompound metabolism:map00450
LOCMI10218	Ea	Selenocompound metabolism:map00450
LOCMI10741	Ea	Selenocompound metabolism:map00450
LOCMI10881	Ea	Selenocompound metabolism:map00450
LOCMI12085	Ea	Selenocompound metabolism:map00450
LOCMI13106	Ea	Selenocompound metabolism:map00450
LOCMI15060	Ea	Selenocompound metabolism:map00450
LOCMI06647	Ea	Cyanoamino acid metabolism:map00460
LOCMI06889	Ea	Cyanoamino acid metabolism:map00460
LOCMI10291	Ea	Cyanoamino acid metabolism:map00460
LOCMI10926	Ea	Cyanoamino acid metabolism:map00460
LOCMI13330	Ea	Cyanoamino acid metabolism:map00460
LOCMI15774	Ea	Cyanoamino acid metabolism:map00460
LOCMI16080	Ea	Cyanoamino acid metabolism:map00460
LOCMI04133	Ea	D-Glutamine and D-glutamate metabolism:map00471
LOCMI05296	Ea	D-Glutamine and D-glutamate metabolism:map00471
LOCMI10941	Ea	D-Glutamine and D-glutamate metabolism:map00471
LOCMI02926	Ea	Glutathione metabolism:map00480
LOCMI03230	Ea	Glutathione metabolism:map00480
LOCMI04119	Ea	Glutathione metabolism:map00480
LOCMI04442	Ea	Glutathione metabolism:map00480
LOCMI04940	Ea	Glutathione metabolism:map00480
LOCMI05456	Ea	Glutathione metabolism:map00480
LOCMI06647	Ea	Glutathione metabolism:map00480
LOCMI06842	Ea	Glutathione metabolism:map00480
LOCMI07468	Ea	Glutathione metabolism:map00480
LOCMI07562	Ea	Glutathione metabolism:map00480
LOCMI07575	Ea	Glutathione metabolism:map00480
LOCMI07887	Ea	Glutathione metabolism:map00480
LOCMI08143	Ea	Glutathione metabolism:map00480
LOCMI08526	Ea	Glutathione metabolism:map00480
LOCMI08995	Ea	Glutathione metabolism:map00480
LOCMI10926	Ea	Glutathione metabolism:map00480
LOCMI11363	Ea	Glutathione metabolism:map00480
LOCMI12152	Ea	Glutathione metabolism:map00480
LOCMI12891	Ea	Glutathione metabolism:map00480
LOCMI13838	Ea	Glutathione metabolism:map00480
LOCMI13869	Ea	Glutathione metabolism:map00480
LOCMI13870	Ea	Glutathione metabolism:map00480
LOCMI13871	Ea	Glutathione metabolism:map00480
LOCMI15070	Ea	Glutathione metabolism:map00480
LOCMI15689	Ea	Glutathione metabolism:map00480
LOCMI15694	Ea	Glutathione metabolism:map00480
LOCMI15696	Ea	Glutathione metabolism:map00480
LOCMI15698	Ea	Glutathione metabolism:map00480
LOCMI15701	Ea	Glutathione metabolism:map00480
LOCMI15702	Ea	Glutathione metabolism:map00480
LOCMI15703	Ea	Glutathione metabolism:map00480
LOCMI15707	Ea	Glutathione metabolism:map00480
LOCMI15713	Ea	Glutathione metabolism:map00480
LOCMI15716	Ea	Glutathione metabolism:map00480
LOCMI15774	Ea	Glutathione metabolism:map00480
LOCMI15819	Ea	Glutathione metabolism:map00480
LOCMI15908	Ea	Glutathione metabolism:map00480
LOCMI15975	Ea	Glutathione metabolism:map00480
LOCMI16080	Ea	Glutathione metabolism:map00480
LOCMI16258	Ea	Glutathione metabolism:map00480
LOCMI16260	Ea	Glutathione metabolism:map00480
LOCMI16265	Ea	Glutathione metabolism:map00480
LOCMI16281	Ea	Glutathione metabolism:map00480
LOCMI16688	Ea	Glutathione metabolism:map00480
LOCMI00063	Ea	Starch and sucrose metabolism:map00500
LOCMI02534	Ea	Starch and sucrose metabolism:map00500
LOCMI03726	Ea	Starch and sucrose metabolism:map00500
LOCMI03766	Ea	Starch and sucrose metabolism:map00500
LOCMI03958	Ea	Starch and sucrose metabolism:map00500
LOCMI04338	Ea	Starch and sucrose metabolism:map00500
LOCMI04593	Ea	Starch and sucrose metabolism:map00500
LOCMI05244	Ea	Starch and sucrose metabolism:map00500
LOCMI05976	Ea	Starch and sucrose metabolism:map00500
LOCMI07493	Ea	Starch and sucrose metabolism:map00500
LOCMI08313	Ea	Starch and sucrose metabolism:map00500
LOCMI08410	Ea	Starch and sucrose metabolism:map00500
LOCMI08521	Ea	Starch and sucrose metabolism:map00500
LOCMI08865	Ea	Starch and sucrose metabolism:map00500
LOCMI09105	Ea	Starch and sucrose metabolism:map00500
LOCMI09799	Ea	Starch and sucrose metabolism:map00500
LOCMI12541	Ea	Starch and sucrose metabolism:map00500
LOCMI12862	Ea	Starch and sucrose metabolism:map00500
LOCMI13201	Ea	Starch and sucrose metabolism:map00500
LOCMI15055	Ea	Starch and sucrose metabolism:map00500
LOCMI15058	Ea	Starch and sucrose metabolism:map00500
LOCMI15483	Ea	Starch and sucrose metabolism:map00500
LOCMI15488	Ea	Starch and sucrose metabolism:map00500
LOCMI15489	Ea	Starch and sucrose metabolism:map00500
LOCMI15490	Ea	Starch and sucrose metabolism:map00500
LOCMI15822	Ea	Starch and sucrose metabolism:map00500
LOCMI15833	Ea	Starch and sucrose metabolism:map00500
LOCMI15834	Ea	Starch and sucrose metabolism:map00500
LOCMI16055	Ea	Starch and sucrose metabolism:map00500
LOCMI16979	Ea	Starch and sucrose metabolism:map00500
LOCMI16983	Ea	Starch and sucrose metabolism:map00500
LOCMI16984	Ea	Starch and sucrose metabolism:map00500
LOCMI16990	Ea	Starch and sucrose metabolism:map00500
LOCMI16992	Ea	Starch and sucrose metabolism:map00500
LOCMI16994	Ea	Starch and sucrose metabolism:map00500
LOCMI16996	Ea	Starch and sucrose metabolism:map00500
LOCMI16997	Ea	Starch and sucrose metabolism:map00500
LOCMI16998	Ea	Starch and sucrose metabolism:map00500
LOCMI16999	Ea	Starch and sucrose metabolism:map00500
LOCMI17001	Ea	Starch and sucrose metabolism:map00500
LOCMI17012	Ea	Starch and sucrose metabolism:map00500
LOCMI17015	Ea	Starch and sucrose metabolism:map00500
LOCMI17023	Ea	Starch and sucrose metabolism:map00500
LOCMI17030	Ea	Starch and sucrose metabolism:map00500
LOCMI17032	Ea	Starch and sucrose metabolism:map00500
LOCMI17034	Ea	Starch and sucrose metabolism:map00500
LOCMI17035	Ea	Starch and sucrose metabolism:map00500
LOCMI17036	Ea	Starch and sucrose metabolism:map00500
LOCMI17039	Ea	Starch and sucrose metabolism:map00500
LOCMI17043	Ea	Starch and sucrose metabolism:map00500
LOCMI17044	Ea	Starch and sucrose metabolism:map00500
LOCMI17045	Ea	Starch and sucrose metabolism:map00500
LOCMI17046	Ea	Starch and sucrose metabolism:map00500
LOCMI00315	Ea	N-Glycan biosynthesis:map00510
LOCMI00649	Ea	N-Glycan biosynthesis:map00510
LOCMI01606	Ea	N-Glycan biosynthesis:map00510
LOCMI02130	Ea	N-Glycan biosynthesis:map00510
LOCMI02337	Ea	N-Glycan biosynthesis:map00510
LOCMI02376	Ea	N-Glycan biosynthesis:map00510
LOCMI03301	Ea	N-Glycan biosynthesis:map00510
LOCMI05658	Ea	N-Glycan biosynthesis:map00510
LOCMI05660	Ea	N-Glycan biosynthesis:map00510
LOCMI05661	Ea	N-Glycan biosynthesis:map00510
LOCMI05823	Ea	N-Glycan biosynthesis:map00510
LOCMI06280	Ea	N-Glycan biosynthesis:map00510
LOCMI07211	Ea	N-Glycan biosynthesis:map00510
LOCMI07731	Ea	N-Glycan biosynthesis:map00510
LOCMI07823	Ea	N-Glycan biosynthesis:map00510
LOCMI08172	Ea	N-Glycan biosynthesis:map00510
LOCMI08663	Ea	N-Glycan biosynthesis:map00510
LOCMI08824	Ea	N-Glycan biosynthesis:map00510
LOCMI08899	Ea	N-Glycan biosynthesis:map00510
LOCMI08913	Ea	N-Glycan biosynthesis:map00510
LOCMI09407	Ea	N-Glycan biosynthesis:map00510
LOCMI09467	Ea	N-Glycan biosynthesis:map00510
LOCMI09628	Ea	N-Glycan biosynthesis:map00510
LOCMI09824	Ea	N-Glycan biosynthesis:map00510
LOCMI09899	Ea	N-Glycan biosynthesis:map00510
LOCMI11341	Ea	N-Glycan biosynthesis:map00510
LOCMI13417	Ea	N-Glycan biosynthesis:map00510
LOCMI13450	Ea	N-Glycan biosynthesis:map00510
LOCMI14093	Ea	N-Glycan biosynthesis:map00510
LOCMI14420	Ea	N-Glycan biosynthesis:map00510
LOCMI14696	Ea	N-Glycan biosynthesis:map00510
LOCMI14962	Ea	N-Glycan biosynthesis:map00510
LOCMI01253	Ea	Other glycan degradation:map00511
LOCMI01711	Ea	Other glycan degradation:map00511
LOCMI03697	Ea	Other glycan degradation:map00511
LOCMI05942	Ea	Other glycan degradation:map00511
LOCMI08085	Ea	Other glycan degradation:map00511
LOCMI08750	Ea	Other glycan degradation:map00511
LOCMI09283	Ea	Other glycan degradation:map00511
LOCMI09622	Ea	Other glycan degradation:map00511
LOCMI09883	Ea	Other glycan degradation:map00511
LOCMI11681	Ea	Other glycan degradation:map00511
LOCMI12212	Ea	Other glycan degradation:map00511
LOCMI15467	Ea	Other glycan degradation:map00511
LOCMI15933	Ea	Other glycan degradation:map00511
LOCMI16036	Ea	Other glycan degradation:map00511
LOCMI03807	Ea	Mucin type O-glycan biosynthesis:map00512
LOCMI04504	Ea	Mucin type O-glycan biosynthesis:map00512
LOCMI06323	Ea	Mucin type O-glycan biosynthesis:map00512
LOCMI06636	Ea	Mucin type O-glycan biosynthesis:map00512
LOCMI08625	Ea	Mucin type O-glycan biosynthesis:map00512
LOCMI10550	Ea	Mucin type O-glycan biosynthesis:map00512
LOCMI13146	Ea	Mucin type O-glycan biosynthesis:map00512
LOCMI15135	Ea	Mucin type O-glycan biosynthesis:map00512
LOCMI02541	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI05333	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI06517	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI07726	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI08913	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI09650	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI10247	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI10322	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI10905	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI13894	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI14007	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI15034	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI16103	Ea	Other types of O-glycan biosynthesis:map00514
LOCMI00063	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI01471	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI01475	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI01954	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI02041	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI03567	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI03834	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI04167	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI05295	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI05688	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI06197	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI06643	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI06935	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI07002	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI07493	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI07550	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI07958	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI08084	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI08614	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI08865	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI09283	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI09697	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI09799	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI11868	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13201	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13211	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13600	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13623	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13816	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13862	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI13965	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15467	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15489	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15497	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15822	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15833	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI15834	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI16055	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI16589	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI17048	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI17138	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI17267	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI17331	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI17356	Ea	Amino sugar and nucleotide sugar metabolism:map00520
LOCMI01556	Ea	Glycosaminoglycan degradation:map00531
LOCMI02520	Ea	Glycosaminoglycan degradation:map00531
LOCMI02534	Ea	Glycosaminoglycan degradation:map00531
LOCMI03958	Ea	Glycosaminoglycan degradation:map00531
LOCMI03991	Ea	Glycosaminoglycan degradation:map00531
LOCMI04276	Ea	Glycosaminoglycan degradation:map00531
LOCMI04672	Ea	Glycosaminoglycan degradation:map00531
LOCMI09283	Ea	Glycosaminoglycan degradation:map00531
LOCMI10556	Ea	Glycosaminoglycan degradation:map00531
LOCMI10635	Ea	Glycosaminoglycan degradation:map00531
LOCMI10636	Ea	Glycosaminoglycan degradation:map00531
LOCMI11195	Ea	Glycosaminoglycan degradation:map00531
LOCMI13319	Ea	Glycosaminoglycan degradation:map00531
LOCMI14050	Ea	Glycosaminoglycan degradation:map00531
LOCMI15467	Ea	Glycosaminoglycan degradation:map00531
LOCMI16036	Ea	Glycosaminoglycan degradation:map00531
LOCMI01346	Ea	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532
LOCMI05814	Ea	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532
LOCMI13756	Ea	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532
LOCMI13910	Ea	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532
LOCMI15417	Ea	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate:map00532
LOCMI07581	Ea	Glycosaminoglycan biosynthesis - keratan sulfate:map00533
LOCMI10000	Ea	Glycosaminoglycan biosynthesis - keratan sulfate:map00533
LOCMI01042	Ea	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI01346	Ea	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI02332	Ea	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI03945	Ea	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI03983	Ea	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI05225	Ea	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI05945	Ea	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI10603	Ea	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI11458	Ea	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI13756	Ea	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI15417	Ea	Glycosaminoglycan biosynthesis - heparan sulfate / heparin:map00534
LOCMI00784	Ea	Glycerolipid metabolism:map00561
LOCMI00814	Ea	Glycerolipid metabolism:map00561
LOCMI01949	Ea	Glycerolipid metabolism:map00561
LOCMI12587	Ea	Glycerolipid metabolism:map00561
LOCMI12950	Ea	Glycerolipid metabolism:map00561
LOCMI15792	Ea	Glycerolipid metabolism:map00561
LOCMI15798	Ea	Glycerolipid metabolism:map00561
LOCMI15799	Ea	Glycerolipid metabolism:map00561
LOCMI15808	Ea	Glycerolipid metabolism:map00561
LOCMI15814	Ea	Glycerolipid metabolism:map00561
LOCMI15831	Ea	Glycerolipid metabolism:map00561
LOCMI15839	Ea	Glycerolipid metabolism:map00561
LOCMI15851	Ea	Glycerolipid metabolism:map00561
LOCMI15867	Ea	Glycerolipid metabolism:map00561
LOCMI15874	Ea	Glycerolipid metabolism:map00561
LOCMI15882	Ea	Glycerolipid metabolism:map00561
LOCMI15887	Ea	Glycerolipid metabolism:map00561
LOCMI15891	Ea	Glycerolipid metabolism:map00561
LOCMI15896	Ea	Glycerolipid metabolism:map00561
LOCMI15901	Ea	Glycerolipid metabolism:map00561
LOCMI15902	Ea	Glycerolipid metabolism:map00561
LOCMI15907	Ea	Glycerolipid metabolism:map00561
LOCMI15912	Ea	Glycerolipid metabolism:map00561
LOCMI15948	Ea	Glycerolipid metabolism:map00561
LOCMI15950	Ea	Glycerolipid metabolism:map00561
LOCMI15953	Ea	Glycerolipid metabolism:map00561
LOCMI15984	Ea	Glycerolipid metabolism:map00561
LOCMI15985	Ea	Glycerolipid metabolism:map00561
LOCMI16002	Ea	Glycerolipid metabolism:map00561
LOCMI16027	Ea	Glycerolipid metabolism:map00561
LOCMI16034	Ea	Glycerolipid metabolism:map00561
LOCMI16035	Ea	Glycerolipid metabolism:map00561
LOCMI16038	Ea	Glycerolipid metabolism:map00561
LOCMI16067	Ea	Glycerolipid metabolism:map00561
LOCMI16079	Ea	Glycerolipid metabolism:map00561
LOCMI00272	Ea	Inositol phosphate metabolism:map00562
LOCMI01053	Ea	Inositol phosphate metabolism:map00562
LOCMI01112	Ea	Inositol phosphate metabolism:map00562
LOCMI01215	Ea	Inositol phosphate metabolism:map00562
LOCMI01217	Ea	Inositol phosphate metabolism:map00562
LOCMI02886	Ea	Inositol phosphate metabolism:map00562
LOCMI03434	Ea	Inositol phosphate metabolism:map00562
LOCMI03457	Ea	Inositol phosphate metabolism:map00562
LOCMI03647	Ea	Inositol phosphate metabolism:map00562
LOCMI03842	Ea	Inositol phosphate metabolism:map00562
LOCMI04048	Ea	Inositol phosphate metabolism:map00562
LOCMI04050	Ea	Inositol phosphate metabolism:map00562
LOCMI05238	Ea	Inositol phosphate metabolism:map00562
LOCMI05397	Ea	Inositol phosphate metabolism:map00562
LOCMI05536	Ea	Inositol phosphate metabolism:map00562
LOCMI06182	Ea	Inositol phosphate metabolism:map00562
LOCMI06194	Ea	Inositol phosphate metabolism:map00562
LOCMI06195	Ea	Inositol phosphate metabolism:map00562
LOCMI07075	Ea	Inositol phosphate metabolism:map00562
LOCMI07087	Ea	Inositol phosphate metabolism:map00562
LOCMI07809	Ea	Inositol phosphate metabolism:map00562
LOCMI08547	Ea	Inositol phosphate metabolism:map00562
LOCMI09726	Ea	Inositol phosphate metabolism:map00562
LOCMI09787	Ea	Inositol phosphate metabolism:map00562
LOCMI10669	Ea	Inositol phosphate metabolism:map00562
LOCMI12074	Ea	Inositol phosphate metabolism:map00562
LOCMI12853	Ea	Inositol phosphate metabolism:map00562
LOCMI13444	Ea	Inositol phosphate metabolism:map00562
LOCMI13445	Ea	Inositol phosphate metabolism:map00562
LOCMI13447	Ea	Inositol phosphate metabolism:map00562
LOCMI13448	Ea	Inositol phosphate metabolism:map00562
LOCMI13806	Ea	Inositol phosphate metabolism:map00562
LOCMI13904	Ea	Inositol phosphate metabolism:map00562
LOCMI15825	Ea	Inositol phosphate metabolism:map00562
LOCMI16332	Ea	Inositol phosphate metabolism:map00562
LOCMI16511	Ea	Inositol phosphate metabolism:map00562
LOCMI16523	Ea	Inositol phosphate metabolism:map00562
LOCMI17160	Ea	Inositol phosphate metabolism:map00562
LOCMI00416	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI01104	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI02604	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI03426	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI04184	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI04409	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI04678	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI05077	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI07497	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI09651	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI10803	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI11004	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI12752	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI13613	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI15116	Ea	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:map00563
LOCMI00784	Ea	Glycerophospholipid metabolism:map00564
LOCMI00814	Ea	Glycerophospholipid metabolism:map00564
LOCMI01949	Ea	Glycerophospholipid metabolism:map00564
LOCMI07602	Ea	Glycerophospholipid metabolism:map00564
LOCMI12950	Ea	Glycerophospholipid metabolism:map00564
LOCMI13293	Ea	Glycerophospholipid metabolism:map00564
LOCMI15781	Ea	Glycerophospholipid metabolism:map00564
LOCMI15782	Ea	Glycerophospholipid metabolism:map00564
LOCMI15785	Ea	Glycerophospholipid metabolism:map00564
LOCMI15791	Ea	Glycerophospholipid metabolism:map00564
LOCMI15792	Ea	Glycerophospholipid metabolism:map00564
LOCMI15794	Ea	Glycerophospholipid metabolism:map00564
LOCMI15798	Ea	Glycerophospholipid metabolism:map00564
LOCMI15799	Ea	Glycerophospholipid metabolism:map00564
LOCMI15808	Ea	Glycerophospholipid metabolism:map00564
LOCMI15825	Ea	Glycerophospholipid metabolism:map00564
LOCMI15829	Ea	Glycerophospholipid metabolism:map00564
LOCMI15832	Ea	Glycerophospholipid metabolism:map00564
LOCMI15836	Ea	Glycerophospholipid metabolism:map00564
LOCMI15856	Ea	Glycerophospholipid metabolism:map00564
LOCMI15860	Ea	Glycerophospholipid metabolism:map00564
LOCMI15886	Ea	Glycerophospholipid metabolism:map00564
LOCMI15887	Ea	Glycerophospholipid metabolism:map00564
LOCMI15893	Ea	Glycerophospholipid metabolism:map00564
LOCMI15920	Ea	Glycerophospholipid metabolism:map00564
LOCMI15922	Ea	Glycerophospholipid metabolism:map00564
LOCMI15929	Ea	Glycerophospholipid metabolism:map00564
LOCMI15950	Ea	Glycerophospholipid metabolism:map00564
LOCMI15953	Ea	Glycerophospholipid metabolism:map00564
LOCMI15960	Ea	Glycerophospholipid metabolism:map00564
LOCMI15968	Ea	Glycerophospholipid metabolism:map00564
LOCMI16013	Ea	Glycerophospholipid metabolism:map00564
LOCMI16018	Ea	Glycerophospholipid metabolism:map00564
LOCMI16021	Ea	Glycerophospholipid metabolism:map00564
LOCMI16034	Ea	Glycerophospholipid metabolism:map00564
LOCMI16035	Ea	Glycerophospholipid metabolism:map00564
LOCMI16042	Ea	Glycerophospholipid metabolism:map00564
LOCMI16054	Ea	Glycerophospholipid metabolism:map00564
LOCMI16056	Ea	Glycerophospholipid metabolism:map00564
LOCMI16070	Ea	Glycerophospholipid metabolism:map00564
LOCMI16073	Ea	Glycerophospholipid metabolism:map00564
LOCMI16076	Ea	Glycerophospholipid metabolism:map00564
LOCMI16079	Ea	Glycerophospholipid metabolism:map00564
LOCMI16087	Ea	Glycerophospholipid metabolism:map00564
LOCMI16090	Ea	Glycerophospholipid metabolism:map00564
LOCMI16096	Ea	Glycerophospholipid metabolism:map00564
LOCMI16334	Ea	Glycerophospholipid metabolism:map00564
LOCMI04704	Ea	Ether lipid metabolism:map00565
