GeneID	EACO	Pathway
LOCMI16455	Ea	FoxO signaling pathway:map04068
LOCMI16460	Ea	FoxO signaling pathway:map04068
LOCMI16514	Ea	FoxO signaling pathway:map04068
LOCMI16584	Ea	FoxO signaling pathway:map04068
LOCMI16790	Ea	FoxO signaling pathway:map04068
LOCMI16792	Ea	FoxO signaling pathway:map04068
LOCMI16863	Ea	FoxO signaling pathway:map04068
LOCMI17118	Ea	FoxO signaling pathway:map04068
LOCMI17204	Ea	FoxO signaling pathway:map04068
LOCMI17223	Ea	FoxO signaling pathway:map04068
LOCMI17278	Ea	FoxO signaling pathway:map04068
LOCMI17307	Ea	FoxO signaling pathway:map04068
LOCMI17345	Ea	FoxO signaling pathway:map04068
LOCMI00272	Ea	Phosphatidylinositol signaling system:map04070
LOCMI01053	Ea	Phosphatidylinositol signaling system:map04070
LOCMI01215	Ea	Phosphatidylinositol signaling system:map04070
LOCMI01217	Ea	Phosphatidylinositol signaling system:map04070
LOCMI01949	Ea	Phosphatidylinositol signaling system:map04070
LOCMI02886	Ea	Phosphatidylinositol signaling system:map04070
LOCMI03434	Ea	Phosphatidylinositol signaling system:map04070
LOCMI03457	Ea	Phosphatidylinositol signaling system:map04070
LOCMI03842	Ea	Phosphatidylinositol signaling system:map04070
LOCMI04048	Ea	Phosphatidylinositol signaling system:map04070
LOCMI04050	Ea	Phosphatidylinositol signaling system:map04070
LOCMI04328	Ea	Phosphatidylinositol signaling system:map04070
LOCMI05238	Ea	Phosphatidylinositol signaling system:map04070
LOCMI05397	Ea	Phosphatidylinositol signaling system:map04070
LOCMI05536	Ea	Phosphatidylinositol signaling system:map04070
LOCMI06182	Ea	Phosphatidylinositol signaling system:map04070
LOCMI06194	Ea	Phosphatidylinositol signaling system:map04070
LOCMI06195	Ea	Phosphatidylinositol signaling system:map04070
LOCMI07075	Ea	Phosphatidylinositol signaling system:map04070
LOCMI07087	Ea	Phosphatidylinositol signaling system:map04070
LOCMI07824	Ea	Phosphatidylinositol signaling system:map04070
LOCMI08547	Ea	Phosphatidylinositol signaling system:map04070
LOCMI09726	Ea	Phosphatidylinositol signaling system:map04070
LOCMI09787	Ea	Phosphatidylinositol signaling system:map04070
LOCMI10669	Ea	Phosphatidylinositol signaling system:map04070
LOCMI12853	Ea	Phosphatidylinositol signaling system:map04070
LOCMI13806	Ea	Phosphatidylinositol signaling system:map04070
LOCMI13904	Ea	Phosphatidylinositol signaling system:map04070
LOCMI15362	Ea	Phosphatidylinositol signaling system:map04070
LOCMI15792	Ea	Phosphatidylinositol signaling system:map04070
LOCMI15798	Ea	Phosphatidylinositol signaling system:map04070
LOCMI15799	Ea	Phosphatidylinositol signaling system:map04070
LOCMI15825	Ea	Phosphatidylinositol signaling system:map04070
LOCMI15856	Ea	Phosphatidylinositol signaling system:map04070
LOCMI15887	Ea	Phosphatidylinositol signaling system:map04070
LOCMI16332	Ea	Phosphatidylinositol signaling system:map04070
LOCMI16511	Ea	Phosphatidylinositol signaling system:map04070
LOCMI16523	Ea	Phosphatidylinositol signaling system:map04070
LOCMI17110	Ea	Phosphatidylinositol signaling system:map04070
LOCMI17160	Ea	Phosphatidylinositol signaling system:map04070
LOCMI00975	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI01452	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI04444	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI05490	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI05535	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI07053	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI07812	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI09217	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI09683	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI09723	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI10187	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI11320	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI11373	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI11438	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI11731	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI12430	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI12964	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI14510	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI14760	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI15035	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI15074	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI15127	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI15724	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI15741	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI15744	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI16500	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI16649	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI16723	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI16730	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI16734	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI16776	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17049	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17103	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17480	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17481	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17482	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17489	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17494	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17499	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17501	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17508	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17512	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17513	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17514	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17516	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17530	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17533	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI17540	Ea	Neuroactive ligand-receptor interaction:map04080
LOCMI00033	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI00042	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI00096	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI00187	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI00282	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI00295	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI00415	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI00835	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI01268	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI01809	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI01886	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI01933	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI01936	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI02169	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI02291	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI02372	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI02446	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI02685	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI02948	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI02999	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI03160	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI03303	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI03664	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI03740	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI04073	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI04124	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI04314	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI05140	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI05142	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI05496	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI05687	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI05932	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI05987	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI06270	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI06637	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI06652	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI07481	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI07828	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI07891	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI07946	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI07978	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI08002	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI08115	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI08308	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI08445	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI08658	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI08886	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI09060	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI09091	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI09239	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI09241	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI09419	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI09681	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI09708	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI10031	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI10048	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI10185	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI10267	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI10388	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI10493	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI10534	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI10848	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI10978	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI11003	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI11185	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI11311	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI11622	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI11711	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI11867	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI12209	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI12226	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI12836	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI13549	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI13620	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI13939	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14072	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14092	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14142	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14147	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14185	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14234	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14243	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14495	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14499	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14539	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14700	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14755	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14879	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI14884	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI15084	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI15114	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI15185	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI15254	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI16305	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI16372	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI16386	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI16391	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI16393	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI16442	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI16459	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI17087	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI17122	Ea	Ubiquitin mediated proteolysis:map04120
LOCMI00521	Ea	Sulfur relay system:map04122
LOCMI00543	Ea	Sulfur relay system:map04122
LOCMI01577	Ea	Sulfur relay system:map04122
LOCMI05848	Ea	Sulfur relay system:map04122
LOCMI07360	Ea	Sulfur relay system:map04122
LOCMI07361	Ea	Sulfur relay system:map04122
LOCMI09677	Ea	Sulfur relay system:map04122
LOCMI13359	Ea	Sulfur relay system:map04122
LOCMI15332	Ea	Sulfur relay system:map04122
LOCMI01016	Ea	SNARE interactions in vesicular transport:map04130
LOCMI01645	Ea	SNARE interactions in vesicular transport:map04130
LOCMI04203	Ea	SNARE interactions in vesicular transport:map04130
LOCMI05568	Ea	SNARE interactions in vesicular transport:map04130
LOCMI06738	Ea	SNARE interactions in vesicular transport:map04130
LOCMI06747	Ea	SNARE interactions in vesicular transport:map04130
LOCMI09851	Ea	SNARE interactions in vesicular transport:map04130
LOCMI11618	Ea	SNARE interactions in vesicular transport:map04130
LOCMI11848	Ea	SNARE interactions in vesicular transport:map04130
LOCMI11985	Ea	SNARE interactions in vesicular transport:map04130
LOCMI12799	Ea	SNARE interactions in vesicular transport:map04130
LOCMI13017	Ea	SNARE interactions in vesicular transport:map04130
LOCMI13109	Ea	SNARE interactions in vesicular transport:map04130
LOCMI13501	Ea	SNARE interactions in vesicular transport:map04130
LOCMI13572	Ea	SNARE interactions in vesicular transport:map04130
LOCMI13644	Ea	SNARE interactions in vesicular transport:map04130
LOCMI14159	Ea	SNARE interactions in vesicular transport:map04130
LOCMI14391	Ea	SNARE interactions in vesicular transport:map04130
LOCMI14502	Ea	SNARE interactions in vesicular transport:map04130
LOCMI14621	Ea	SNARE interactions in vesicular transport:map04130
LOCMI03630	Ea	Regulation of autophagy:map04140
LOCMI04050	Ea	Regulation of autophagy:map04140
LOCMI04526	Ea	Regulation of autophagy:map04140
LOCMI05388	Ea	Regulation of autophagy:map04140
LOCMI05397	Ea	Regulation of autophagy:map04140
LOCMI06370	Ea	Regulation of autophagy:map04140
LOCMI06714	Ea	Regulation of autophagy:map04140
LOCMI07418	Ea	Regulation of autophagy:map04140
LOCMI09913	Ea	Regulation of autophagy:map04140
LOCMI09976	Ea	Regulation of autophagy:map04140
LOCMI12734	Ea	Regulation of autophagy:map04140
LOCMI12822	Ea	Regulation of autophagy:map04140
LOCMI13456	Ea	Regulation of autophagy:map04140
LOCMI13606	Ea	Regulation of autophagy:map04140
LOCMI14352	Ea	Regulation of autophagy:map04140
LOCMI14542	Ea	Regulation of autophagy:map04140
LOCMI17050	Ea	Regulation of autophagy:map04140
LOCMI17252	Ea	Regulation of autophagy:map04140
LOCMI17329	Ea	Regulation of autophagy:map04140
LOCMI17345	Ea	Regulation of autophagy:map04140
LOCMI00171	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI00178	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI00230	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI00611	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI00874	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI01212	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI01517	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI01606	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI01613	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI01936	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI02079	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI02337	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI02376	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI03331	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI03347	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI03662	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI03956	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI04081	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI04087	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI04123	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI04416	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI04617	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI04618	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI05356	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI05372	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI05470	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI05600	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI05622	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI05658	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI05827	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI05940	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI06027	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI06280	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI06324	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI06552	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI07014	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI07213	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI07731	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI07823	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI07828	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI07978	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI08002	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI08115	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI08404	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI08493	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI08566	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI08600	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI08663	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI08664	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI08824	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI09060	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI09244	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI09249	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI09337	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI09467	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI10072	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI10249	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI10543	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI10544	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI10564	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI10612	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI10848	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI10850	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI11206	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI11259	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI11426	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI11622	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI11660	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI11763	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI11950	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI12151	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI12339	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI12544	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI12559	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI12664	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI12803	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI12804	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI12836	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI12956	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI13218	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI13438	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI13549	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI13553	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI13620	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI13828	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14044	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14147	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14420	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14495	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14553	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14562	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14616	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14640	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14699	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14715	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14850	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI14962	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI15013	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI15056	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI15114	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI15491	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI15492	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI15493	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI15501	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI15505	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI15512	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI16304	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI16406	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI16459	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI16711	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI16724	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI16763	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI16961	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI17248	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI17250	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI17346	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI17354	Ea	Protein processing in endoplasmic reticulum:map04141
LOCMI00421	Ea	Lysosome:map04142
LOCMI01253	Ea	Lysosome:map04142
LOCMI01556	Ea	Lysosome:map04142
LOCMI02520	Ea	Lysosome:map04142
LOCMI02534	Ea	Lysosome:map04142
LOCMI02756	Ea	Lysosome:map04142
LOCMI02896	Ea	Lysosome:map04142
LOCMI03103	Ea	Lysosome:map04142
LOCMI03958	Ea	Lysosome:map04142
LOCMI03991	Ea	Lysosome:map04142
LOCMI04276	Ea	Lysosome:map04142
LOCMI04477	Ea	Lysosome:map04142
LOCMI04672	Ea	Lysosome:map04142
LOCMI04779	Ea	Lysosome:map04142
LOCMI04870	Ea	Lysosome:map04142
LOCMI04950	Ea	Lysosome:map04142
LOCMI05256	Ea	Lysosome:map04142
LOCMI05833	Ea	Lysosome:map04142
LOCMI05942	Ea	Lysosome:map04142
LOCMI06039	Ea	Lysosome:map04142
LOCMI06373	Ea	Lysosome:map04142
LOCMI06913	Ea	Lysosome:map04142
LOCMI07398	Ea	Lysosome:map04142
LOCMI07401	Ea	Lysosome:map04142
LOCMI07478	Ea	Lysosome:map04142
LOCMI07774	Ea	Lysosome:map04142
LOCMI07896	Ea	Lysosome:map04142
LOCMI08177	Ea	Lysosome:map04142
LOCMI08407	Ea	Lysosome:map04142
LOCMI08619	Ea	Lysosome:map04142
LOCMI08750	Ea	Lysosome:map04142
LOCMI09105	Ea	Lysosome:map04142
LOCMI09283	Ea	Lysosome:map04142
LOCMI09883	Ea	Lysosome:map04142
LOCMI10635	Ea	Lysosome:map04142
LOCMI10636	Ea	Lysosome:map04142
LOCMI10660	Ea	Lysosome:map04142
LOCMI11195	Ea	Lysosome:map04142
LOCMI11632	Ea	Lysosome:map04142
LOCMI11812	Ea	Lysosome:map04142
LOCMI12231	Ea	Lysosome:map04142
LOCMI12262	Ea	Lysosome:map04142
LOCMI13604	Ea	Lysosome:map04142
LOCMI13780	Ea	Lysosome:map04142
LOCMI13781	Ea	Lysosome:map04142
LOCMI14050	Ea	Lysosome:map04142
LOCMI14488	Ea	Lysosome:map04142
LOCMI15147	Ea	Lysosome:map04142
LOCMI15253	Ea	Lysosome:map04142
LOCMI15467	Ea	Lysosome:map04142
LOCMI15777	Ea	Lysosome:map04142
LOCMI15778	Ea	Lysosome:map04142
LOCMI15794	Ea	Lysosome:map04142
LOCMI15797	Ea	Lysosome:map04142
LOCMI15816	Ea	Lysosome:map04142
LOCMI15818	Ea	Lysosome:map04142
LOCMI15847	Ea	Lysosome:map04142
LOCMI15909	Ea	Lysosome:map04142
LOCMI15933	Ea	Lysosome:map04142
LOCMI15938	Ea	Lysosome:map04142
LOCMI15945	Ea	Lysosome:map04142
LOCMI16027	Ea	Lysosome:map04142
LOCMI16036	Ea	Lysosome:map04142
LOCMI16049	Ea	Lysosome:map04142
LOCMI16050	Ea	Lysosome:map04142
LOCMI16066	Ea	Lysosome:map04142
LOCMI16285	Ea	Lysosome:map04142
LOCMI16361	Ea	Lysosome:map04142
LOCMI16401	Ea	Lysosome:map04142
LOCMI17084	Ea	Lysosome:map04142
LOCMI17173	Ea	Lysosome:map04142
LOCMI17190	Ea	Lysosome:map04142
LOCMI17194	Ea	Lysosome:map04142
LOCMI17232	Ea	Lysosome:map04142
LOCMI00123	Ea	Endocytosis:map04144
LOCMI00295	Ea	Endocytosis:map04144
LOCMI01282	Ea	Endocytosis:map04144
LOCMI01415	Ea	Endocytosis:map04144
LOCMI01525	Ea	Endocytosis:map04144
LOCMI01729	Ea	Endocytosis:map04144
LOCMI02174	Ea	Endocytosis:map04144
LOCMI02756	Ea	Endocytosis:map04144
LOCMI02841	Ea	Endocytosis:map04144
LOCMI03239	Ea	Endocytosis:map04144
LOCMI03883	Ea	Endocytosis:map04144
LOCMI04312	Ea	Endocytosis:map04144
LOCMI04609	Ea	Endocytosis:map04144
LOCMI05256	Ea	Endocytosis:map04144
LOCMI05410	Ea	Endocytosis:map04144
LOCMI05521	Ea	Endocytosis:map04144
LOCMI05580	Ea	Endocytosis:map04144
LOCMI05641	Ea	Endocytosis:map04144
LOCMI05743	Ea	Endocytosis:map04144
LOCMI05813	Ea	Endocytosis:map04144
LOCMI05907	Ea	Endocytosis:map04144
LOCMI06598	Ea	Endocytosis:map04144
LOCMI06790	Ea	Endocytosis:map04144
LOCMI07225	Ea	Endocytosis:map04144
LOCMI07646	Ea	Endocytosis:map04144
LOCMI07863	Ea	Endocytosis:map04144
LOCMI08091	Ea	Endocytosis:map04144
LOCMI08635	Ea	Endocytosis:map04144
LOCMI09150	Ea	Endocytosis:map04144
LOCMI09234	Ea	Endocytosis:map04144
